label,status,observed,reference,ratio,passed,note
9.3,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
9.4,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
9.5,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
9.6,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
9.7,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
9.8,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
9.9,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
9.10,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.1,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
10.2,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.3,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.4,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.5,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.6,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.7,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.8,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.9,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.10,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.11,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.12,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.13,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.14,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.15,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.16,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.17,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.18,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.19,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
10.20,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
11.1,可执行或数值诊断,,,,,已由稳定核心实现，或以有限分辨率数值类比形式检查。
11.2,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
11.3,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
11.4,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
11.5,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
11.6,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
12.1,可执行数值诊断,0.8472367968750002,1.8869868574671171,2.2272248613695655,True,管加倍不等式
12.2,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
12.3,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
12.4,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
12.5,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
12.6,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
12.7,证明链条数值跟踪,,,,,保留为参数、覆盖、重数或尺度关系的诊断；不把隐含常数视为一。
